Country Name,"Birth rate (per 1,000)","Death, by communicable diseases and others (%)","Death, by non-communicable diseases (%)","Health expenditure per capita, PPP ($)","Death rate (per 1,000)","Hospital beds (per 1,000)","International tourism, number of arrivals",Life expectancy at birth (years),"Mortality rate, adult, female (per 1,000)","Mortality rate, adult, male (per 1,000)","Nurses and midwives (per 1,000)",People using at least basic sanitation services (%),Population ages 65+ (%),Population density (people per sq.km),Population,Smoking prevalence (ages 15+)
Kyrgyzstan,24.8,9.6,82.7,240.22661084,5.4,4.5,423000.0,71.2,95.042,212.451,6.4299,96.50706695539141,4.494727975596559,32.9290928050052,6315800.0,26.5
Madagascar,32.897,46.2,43.2,90.42908953,6.185,0.2,291000.0,66.311,183.71900000000002,234.544,0.1059,10.5067603950822,2.98671712579162,45.1398556204881,26262368.0,13.584541387050548
Georgia,13.718,2.7,93.7,797.17595278,12.918,2.6,4757000.0,73.414,78.096,223.78599999999997,4.0914,90.02479096818969,14.865491431052499,65.2752020714511,3731000.0,28.8
Zimbabwe,31.732,54.6,33.0,185.04828186,8.044,1.7,2580000.0,60.812,300.101,362.44599999999997,1.1546,36.221397559649404,2.9395236530011295,37.3245909267158,14439018.0,15.8
Djibouti,21.944000000000003,45.2,44.4,122.07560573,7.292999999999999,1.4,63000.0,65.893,223.55599999999998,271.057,0.535,63.6053572453779,4.52757937811482,41.368421052631604,958920.0,13.1
Andorra,8.8,10.766477822925982,84.17335824370332,4978.7066016,4.3,3.913699576552636,3042000.0,77.4905884248328,81.2169782631886,126.23650286262328,4.0128,99.9999962826959,15.610058834096836,163.842553191489,77006.0,33.5
Kazakhstan,21.64,4.5,86.0,858.76985003,7.15,6.7,8789000.0,72.95,95.436,222.855,8.488999999999999,97.8737016782929,7.39184627103032,6.76982590658221,18276499.0,24.0
Maldives,14.890999999999998,8.0,84.4,1628.54287872,2.883,3.389441563707616,1484000.0,78.325,53.312,75.445,3.9504,99.3729980716322,3.70334460612454,1718.9866666666699,515696.0,28.3
Brunei,15.376,7.8,84.8,1812.41364645,4.345,2.7,278000.0,75.585,71.0,100.04899999999999,6.6012,96.34904194638571,4.8731475675058205,81.39696394686909,428962.0,16.9
Haiti,24.75,30.3,57.1,95.4432869,8.638,0.7,447000.0,63.29,206.601,268.724,0.6804,34.704454288467495,4.94940384843253,403.59854862118993,11123176.0,12.7
Suriname,18.791,13.3,75.9,907.60439067,7.277,3.1,278000.0,71.46300000000001,116.16,218.468,4.0983,84.4575831711356,6.90636990225525,3.69225,575991.0,25.0
Pakistan,28.599,34.9,57.8,144.12382406,6.994,0.6,966000.0,66.947,138.952,177.197,0.5004,59.869495032297,4.312774311337559,275.28931870070596,212215030.0,20.1
West Bank and Gaza,29.905,53.262675247142575,37.21032536761696,165.79633118828835,3.469,1.7879662825226694,606000.0,73.74,93.882,128.255,0.9468730233582282,96.93900691164791,3.13330573708009,758.984551495017,4569087.0,16.879475452415058
Luxembourg,10.4,4.9,88.4,6374.20353899,7.1,4.8,1018000.0,82.68536585365851,38.403,79.192,12.3496,97.6005402087149,14.183154184147199,250.09382716049402,607728.0,23.5
